,Sq_Ft_Tot_Living,Sq_Ft_Lot,Bathroom_count,Bedroom_count,Bldg_Grade,House_Sale_Price
20788,1810,3951,2.5,3,8,501573.0
20789,1590,3711,2.25,3,8,471322.0
20790,1590,3219,2.5,3,8,493590.0
20791,1700,3089,2.5,3,8,482746.0
20792,2665,5868,2.5,4,9,515661.0
20793,2963,5797,2.5,4,9,552129.0
20794,2689,5724,2.5,4,9,517661.0
20795,2689,6688,2.5,4,9,541274.0
20796,2963,5792,2.5,4,9,576878.0
20797,3004,5944,2.5,5,9,529259.0
20798,2503,5700,2.5,3,9,529179.0
20799,3004,5700,2.5,5,9,540590.0
20800,2665,5759,2.5,4,9,483166.0
20801,2963,5700,2.5,4,9,556436.0
20802,2080,3920,2.5,3,8,465656.0
20803,2200,3360,2.5,3,8,490065.0
20804,1850,3815,2.5,2,8,520348.0
20805,1840,3054,2.5,3,8,476511.0
20806,1840,3255,2.5,3,8,508643.0
20807,1840,3296,2.5,3,8,444530.0
20808,1840,4219,2.5,3,8,470764.0
20809,1370,3639,2.25,3,7,300754.0
20810,820,9638,1.0,3,6,201825.0
20811,1040,8400,1.0,3,6,271443.0
20812,840,10540,1.0,3,6,234232.0
20813,1460,8400,1.0,3,6,259840.0
20814,1140,8760,2.0,4,6,250515.0
20815,1278,8760,2.0,4,7,233372.0
20816,1100,8563,2.0,3,6,231062.0
20817,970,8378,1.0,3,6,248702.0
20818,970,8378,1.0,3,6,262351.0
20819,720,7245,1.0,3,6,245514.0
20820,1910,8970,1.75,3,7,328241.0
20821,1170,7920,1.75,2,6,265074.0
20822,1170,7920,1.75,2,6,181824.0
20823,990,8528,1.0,3,6,251751.0
20824,1384,8960,1.0,3,6,172837.0
20825,1529,8330,2.0,3,6,264672.0
20826,1280,8550,1.0,3,6,247718.0
20827,1200,8470,1.0,3,6,250143.0
20828,880,8976,1.0,3,6,248343.0
20829,2620,5703,3.25,4,8,529717.0
20830,2000,5941,2.5,3,8,546564.0
20831,2200,5185,2.5,3,8,541402.0
20832,2290,5249,2.75,4,7,450844.0
20833,2180,3784,2.5,3,7,443913.0
20834,1630,4809,2.5,3,7,409721.0
20835,2500,6660,3.0,4,9,497285.0
20836,2340,6166,2.5,4,9,433369.0
20837,2700,6000,2.5,4,9,472571.0
20838,2020,4069,2.5,3,7,274082.0
20839,2680,4899,2.5,4,7,374043.0
20840,2960,4821,2.5,4,7,387916.0
20841,2960,4821,2.5,4,7,299278.0
20842,1552,3677,2.25,3,7,294914.0
20843,1422,3677,2.25,3,7,283877.0
20844,1552,3600,2.25,3,7,288503.0
20845,1677,3513,2.25,4,7,298761.0
20846,3680,6000,3.5,5,9,962570.0
20847,2348,4540,2.5,5,7,416199.0
20848,1610,4568,2.5,4,7,330571.0
20849,1880,12300,2.75,4,7,378221.0
20850,2430,7575,2.75,5,7,385887.0
20851,2510,9750,2.0,4,8,514351.0
20852,1070,9497,1.0,3,7,381772.0
20853,3550,9600,3.5,5,9,756739.0
20854,3550,9600,3.5,5,9,587263.0
20855,6320,14994,5.25,5,10,1127461.0
20856,3271,17248,2.5,4,9,298976.0
20857,2630,4713,3.5,3,9,808393.0
20858,2320,4734,2.5,4,8,693150.0
20859,2320,4187,2.5,4,8,725942.0
20860,2320,3995,2.5,4,8,779380.0
20861,2220,3994,2.5,4,8,678892.0
20862,2320,3994,2.5,4,8,679613.0
20863,1940,2189,2.5,3,8,595315.0
20864,1980,3128,2.5,3,8,590123.0
20865,2010,3667,2.5,3,9,613093.0
20866,2190,3562,2.5,3,9,593126.0
20867,2350,3200,2.5,4,9,642168.0
20868,2010,3600,2.5,3,9,658774.0
20869,2370,3200,2.5,4,9,624092.0
20870,2350,3200,2.5,4,9,642168.0
20871,2010,3200,2.5,3,9,602031.0
20872,2190,3600,2.5,3,9,647401.0
20873,2350,3200,2.5,4,9,697014.0
20874,2190,3579,2.5,3,9,639821.0
20875,2120,12774,2.5,3,7,396337.0
20876,1790,6600,1.5,3,7,413295.0
20877,1180,7492,1.0,3,7,231375.0
20878,2000,10033,2.75,4,7,314898.0
20879,1656,13453,1.0,3,7,321493.0
20880,1310,7406,1.0,3,6,257767.0
20881,3230,12651,2.75,4,8,463838.0
20882,2250,7904,2.0,3,8,421643.0
20883,2250,7904,2.0,3,8,418858.0
20884,2340,6327,3.5,4,8,423036.0
20885,3440,7119,2.5,4,8,608708.0
20886,2180,8035,2.5,4,9,605415.0
20887,2670,5895,2.5,4,8,578492.0
20888,2650,8656,2.5,4,8,605735.0
20889,2650,5694,2.5,4,8,608472.0
20890,2790,7183,2.5,4,9,712273.0
20891,2790,7734,2.5,4,9,686447.0
20892,2080,4057,2.5,3,8,576788.0
20893,2070,4132,2.5,3,8,599048.0
20894,1530,5568,2.0,2,8,436322.0
20895,1530,6489,2.0,2,8,527424.0
20896,1530,6489,2.0,2,8,540005.0
20897,1530,6489,2.0,2,8,484251.0
20898,2080,4556,2.5,3,8,521850.0
20899,2070,4473,2.5,3,8,588650.0
20900,2300,12115,1.75,3,9,1581317.0
20901,3390,14346,2.5,3,10,2599342.0
20902,3040,12005,2.5,3,9,1613478.0
20903,2320,11974,2.75,3,8,1833057.0
20904,2230,13529,1.75,3,9,1001381.0
20905,1130,11788,1.0,3,7,1132566.0
20906,6010,13867,4.5,5,11,3068852.0
20907,4560,13363,3.25,3,11,3352528.0
20908,3190,14904,2.75,4,9,1617825.0
20909,2880,13444,2.25,3,8,1681569.0
20910,2890,10750,2.5,4,10,900605.0
20911,2990,11840,2.5,4,10,913934.0
20912,3420,11233,2.5,4,10,868735.0
20913,3870,10000,2.25,4,10,731790.0
20914,2500,12342,2.5,4,9,755410.0
20915,3780,23623,2.75,4,9,1003677.0
20916,3510,9419,2.75,5,9,864636.0
20917,2700,14275,2.5,4,9,715193.0
20918,3540,10649,2.25,3,10,873632.0
20919,3320,13152,3.5,4,10,1169965.0
20920,3270,12744,2.5,4,9,907230.0
20921,3760,9792,3.75,6,9,757129.0
20922,2870,11483,2.5,4,9,865234.0
20923,3530,11714,2.5,4,10,1157848.0
20924,3460,13520,3.25,4,11,1056508.0
20925,1920,4080,2.0,4,8,629484.0
20926,2270,3397,1.75,3,8,799261.0
20927,1810,4155,2.0,4,8,930413.0
20928,1810,1645,1.5,3,8,499874.0
20929,3360,4213,2.5,4,8,1012654.0
20930,2540,3368,2.5,5,8,608635.0
20931,3242,8072,3.5,4,10,325911.0
20932,1890,6250,1.75,3,7,556493.0
20933,2480,5137,2.5,3,9,738393.0
20934,2430,5032,2.5,4,9,867986.0
20935,2150,37647,2.5,4,8,470161.0
20936,1530,9240,1.5,4,7,411602.0
20937,1940,9000,1.75,3,7,311211.0
20938,1140,9690,1.0,3,7,300691.0
20939,2520,4200,2.25,4,7,398258.0
20940,2060,6000,2.0,4,7,513300.0
20941,1670,2100,2.0,3,7,573125.0
20942,1240,3600,2.25,2,7,432549.0
20943,1150,3600,1.0,2,7,455506.0
20944,1680,2190,2.5,2,8,599928.0
20945,1810,1846,3.5,3,8,336247.0
20946,1810,1846,3.5,3,8,278974.0
20947,860,1883,1.0,3,7,369102.0
20948,870,2013,1.0,2,7,416582.0
20949,1740,1529,3.25,3,8,438894.0
20950,2340,1496,2.75,4,8,590815.0
20951,2340,1496,2.75,4,8,507621.0
20952,1710,2096,3.5,3,8,495530.0
20953,2200,3600,2.75,4,7,457143.0
20954,2200,3600,2.75,4,7,594690.0
20955,1520,1831,3.25,3,7,440710.0
20956,680,4800,1.0,2,6,354158.0
20957,1860,3600,2.5,4,8,701754.0
20958,940,3600,1.0,2,7,354562.0
20959,640,1800,1.0,2,6,358697.0
20960,1900,2580,1.5,2,9,609340.0
20961,1020,2580,1.0,2,6,420777.0
20962,1090,2580,1.0,3,7,278052.0
20963,2250,2400,2.5,6,8,592651.0
20964,2140,14880,1.75,3,9,531240.0
20965,1580,4280,1.75,3,7,744731.0
20966,1650,4815,2.0,3,7,555434.0
20967,1650,4815,2.0,3,7,682130.0
20968,2500,3420,2.25,3,8,696279.0
20969,1610,3210,1.75,3,7,664504.0
20970,1520,4280,2.0,3,7,747714.0
20971,1380,3225,1.75,3,7,533051.0
20972,860,4013,1.0,2,7,426588.0
20973,2020,2520,2.0,3,7,752205.0
20974,1540,5565,1.75,3,7,475016.0
20975,1450,1801,1.0,3,7,486465.0
20976,2190,4500,1.0,3,7,514282.0
20977,1620,4000,1.75,3,7,499464.0
20978,990,3000,1.0,3,6,436153.0
20979,1410,8941,1.0,3,7,385350.0
20980,2170,9511,2.5,4,8,538081.0
20981,1840,7532,2.25,4,7,346939.0
20982,1950,29347,2.25,4,8,443400.0
20983,2340,7315,2.25,3,8,524125.0
20984,1260,8910,1.0,3,7,411791.0
20985,1260,8910,1.0,3,7,504818.0
20986,2640,8910,2.75,4,7,552783.0
20987,3290,8910,3.25,5,8,646485.0
20988,1250,9786,1.0,3,7,351656.0
20989,1680,9250,1.0,2,7,311797.0
20990,960,9531,1.0,3,7,396752.0
20991,1060,7752,1.0,2,7,251495.0
20992,2060,7250,2.5,4,8,399848.0
20993,1380,7282,1.0,3,6,212692.0
20994,830,4500,1.0,3,6,257882.0
20995,1960,6130,1.75,3,7,524044.0
20996,2030,3300,1.5,4,8,654483.0
20997,3460,5400,2.75,4,10,1148651.0
20998,1400,8220,1.0,2,7,423302.0
20999,1320,8220,1.0,3,7,374823.0
21000,1050,1400,1.5,2,7,289399.0
21001,2940,6440,4.0,5,8,576922.0
21002,3780,14015,3.25,5,9,864703.0
21003,2600,5750,3.0,4,8,418596.0
21004,1990,5500,1.75,3,7,537309.0
21005,1000,4950,1.0,2,7,409279.0
21006,1070,6325,1.0,3,7,481848.0
21007,1240,5758,1.0,3,6,537918.0
21008,1180,4080,1.75,3,6,479954.0
21009,1380,4040,1.75,3,7,499464.0
21010,1950,3402,2.0,4,7,571016.0
21011,3170,4704,2.25,4,8,584895.0
21012,2640,5150,2.25,4,8,611405.0
21013,2960,6450,2.0,4,8,645808.0
21014,1950,6000,1.75,5,8,666757.0
21015,2060,5721,1.75,3,9,664735.0
21016,1960,7210,2.75,4,8,608367.0
21017,2240,11040,2.0,4,8,332976.0
21018,2240,11040,2.0,4,8,654436.0
21019,1220,5148,1.0,3,7,305228.0
21020,1590,8193,1.75,2,7,199090.0
21021,1580,7794,2.25,3,7,392288.0
21022,1370,7209,1.75,3,7,376140.0
21023,1370,7209,1.75,3,7,341636.0
21024,3020,4560,3.5,4,9,1012210.0
21025,1760,5400,2.0,3,7,603593.0
21026,4120,5700,2.5,5,8,1178947.0
21027,3090,5300,3.0,4,8,747385.0
21028,1910,1817,2.0,4,7,677721.0
21029,910,3000,1.0,3,4,62312.0
21030,1814,4000,3.0,4,8,351322.0
21031,1460,12600,1.75,3,7,406059.0
21032,2330,6250,2.0,4,7,347899.0
21033,2520,6600,2.75,3,8,501702.0
21034,1980,9800,1.75,3,7,362784.0
21035,1200,9322,1.0,3,7,299308.0
21036,1040,7080,1.0,3,7,277928.0
21037,1010,7200,1.75,3,7,274286.0
21038,1240,9000,2.0,3,7,289144.0
21039,1690,7125,1.0,3,7,260376.0
21040,2110,6000,1.75,2,8,1081543.0
21041,4540,10000,3.0,6,9,1878561.0
21042,4810,9000,3.75,5,10,1531158.0
21043,5620,7200,4.0,6,10,2139834.0
21044,4480,7200,4.5,6,10,2249624.0
21045,3740,30475,3.25,4,9,784787.0
21046,2120,5000,1.5,4,8,680000.0
21047,3510,5001,3.75,5,8,320471.0
21048,3510,5001,3.75,5,8,399097.0
21049,1440,4500,2.5,3,7,574773.0
21050,1790,4000,1.5,3,8,696361.0
21051,1790,4000,1.5,3,8,826834.0
21052,1370,1287,2.0,2,8,439858.0
21053,1370,1339,2.0,3,8,438662.0
21054,1370,1117,2.0,3,8,429423.0
21055,1370,1287,2.0,2,8,417877.0
21056,2920,5000,1.75,6,9,846500.0
21057,2280,5750,2.0,4,7,306998.0
21058,3258,4155,3.5,5,8,612336.0
21059,810,8007,1.0,2,6,281958.0
21060,1970,4100,2.75,4,7,444292.0
21061,1750,13829,1.75,3,7,315725.0
21062,2290,16258,2.0,3,8,494071.0
21063,1580,3320,1.0,2,7,457603.0
21064,1890,4150,2.0,3,7,437545.0
21065,1370,4000,2.0,3,7,629230.0
21066,1970,1125,3.5,3,8,607669.0
21067,490,2500,1.0,1,5,350124.0
21068,2630,3750,2.75,4,7,706029.0
21069,2080,3700,1.75,3,7,565930.0
21070,600,3000,1.0,2,6,340984.0
21071,1380,13098,1.5,3,6,458264.0
21072,2550,7200,2.5,3,9,699505.0
21073,2450,8284,2.5,4,9,636605.0
21074,2450,8284,2.5,4,9,823500.0
21075,1040,23906,1.0,2,7,823203.0
21076,2550,6875,3.25,4,8,792834.0
21077,2240,5375,2.5,3,8,609684.0
21078,1000,8007,1.0,3,7,425967.0
21079,1500,7680,2.5,3,7,431746.0
21080,1010,5408,1.0,2,6,180121.0
21081,1360,7397,1.0,2,6,249738.0
21082,1390,9005,1.0,3,7,290027.0
21083,3770,24897,2.75,4,8,974630.0
21084,2620,17366,2.25,4,9,825473.0
21085,1940,12895,3.25,3,7,650251.0
21086,1880,10283,2.5,2,8,766390.0
21087,2230,12502,2.75,5,8,585846.0
21088,2680,44727,3.5,5,8,559065.0
21089,1460,9600,1.75,3,7,254555.0
21090,960,11056,1.0,3,7,236182.0
21091,1950,7481,2.5,3,8,557508.0
21092,1950,7481,2.5,3,8,648250.0
21093,1740,11615,2.25,3,7,471792.0
21094,2800,4290,3.25,3,8,958590.0
21095,1950,4400,2.0,4,7,327939.0
21096,2910,8400,3.25,3,10,848314.0
21097,2310,7269,3.0,5,7,348000.0
21098,1910,8053,2.5,4,7,385717.0
21099,1270,2509,2.5,3,7,395129.0
21100,1320,1957,2.5,2,7,376068.0
21101,2660,20130,2.25,4,9,1779119.0
21102,1880,4400,1.75,3,7,619044.0
21103,1490,4432,2.0,3,8,566714.0
21104,2040,2050,2.5,4,9,761150.0
21105,3250,6933,2.5,4,8,539043.0
21106,2100,6860,2.5,5,7,352494.0
21107,2100,6860,2.5,5,7,314720.0
21108,2100,6860,2.5,5,7,293950.0
21109,1660,9301,1.75,3,7,297595.0
21110,1810,6750,2.25,3,7,296579.0
21111,1910,8640,2.0,5,7,287946.0
21112,1750,6370,2.25,3,7,264442.0
21113,1670,9305,2.5,3,7,261820.0
21114,1840,10528,1.75,4,7,291299.0
21115,1760,14035,2.5,3,7,292735.0
21116,1760,6000,2.0,3,7,650063.0
21117,1720,6000,2.0,3,7,555318.0
21118,1650,6000,1.75,3,7,504820.0
21119,1770,6900,1.0,3,7,501903.0
21120,2270,5184,3.0,5,7,489585.0
21121,890,5184,1.0,2,7,443968.0
21122,1900,6156,2.0,2,7,490314.0
21123,1890,6059,1.75,3,7,549053.0
21124,1180,5874,1.0,3,7,461887.0
21125,1220,6240,1.0,3,7,472314.0
21126,1093,4794,1.0,2,7,369643.0
21127,1250,5963,1.75,3,7,424752.0
21128,1670,5100,2.0,3,7,446745.0
21129,2580,6000,2.5,5,8,621992.0
21130,1520,6000,1.75,3,8,475804.0
21131,2640,6400,2.5,3,8,702958.0
21132,1350,1874,2.25,3,7,409768.0
21133,1290,1332,1.5,3,8,493016.0
21134,2520,5080,1.75,3,7,455094.0
21135,1370,1256,2.5,3,8,434455.0
21136,1750,3807,2.0,3,7,554973.0
21137,1030,2400,1.0,2,7,354394.0
21138,880,3000,1.0,2,6,335856.0
21139,1100,3500,1.0,2,7,438419.0
21140,2980,4500,4.0,5,7,800656.0
21141,2980,4500,4.0,5,7,892759.0
21142,2360,3935,2.25,4,7,498302.0
21143,1750,10870,1.75,3,7,414213.0
21144,790,5800,1.0,2,6,269224.0
21145,1720,8450,1.5,3,7,325911.0
21146,1640,8625,2.25,3,8,503537.0
21147,1430,9413,1.75,4,7,516026.0
21148,2780,35017,2.5,4,8,693844.0
21149,2450,34999,2.25,3,8,664982.0
21150,3130,28001,3.25,3,9,610457.0
21151,2310,31850,2.0,4,8,629254.0
21152,2680,93361,2.5,4,8,820433.0
21153,2230,4919,2.5,4,7,382263.0
21154,1770,4694,2.5,4,7,349346.0
21155,1970,4500,2.5,4,7,365701.0
21156,1010,9692,1.0,3,7,312294.0
21157,1010,9692,1.0,3,7,380469.0
21158,2970,23100,2.5,3,7,434983.0
21159,2070,20280,2.25,4,7,538102.0
21160,2600,28600,2.25,4,8,578830.0
21161,3440,40474,2.5,5,8,586787.0
21162,1880,41628,2.25,3,8,545136.0
21163,1940,5278,1.75,4,8,427228.0
21164,1560,6360,1.5,2,8,364141.0
21165,2360,6360,1.75,3,8,497336.0
21166,1810,4200,1.75,3,8,874369.0
21167,810,4297,1.0,1,6,455189.0
21168,1620,5100,1.0,2,7,348852.0
21169,1100,5100,1.75,2,7,437720.0
21170,2310,5103,2.25,2,8,757484.0
21171,1940,4805,1.5,4,7,599411.0
21172,3320,5760,3.0,4,9,1094078.0
21173,3320,5760,3.0,4,9,1138681.0
21174,1560,5632,1.75,4,7,585846.0
21175,3080,8448,2.5,3,9,907129.0
21176,2770,14187,2.25,4,8,791373.0
21177,1820,8208,2.25,3,8,415573.0
21178,1300,6075,1.0,3,7,395729.0
21179,1740,11039,1.75,3,7,424191.0
21180,3690,12950,3.25,4,10,1921533.0
21181,1580,16450,1.75,2,8,1366543.0
21182,3050,11600,2.5,3,10,1183778.0
21183,3870,46609,2.5,3,9,1079263.0
21184,3130,19530,2.75,3,8,1417260.0
21185,1840,8610,1.5,3,7,434819.0
21186,660,11385,1.0,2,5,131741.0
21187,1460,58370,1.0,4,5,339574.0
21188,1610,48693,1.0,3,7,485622.0
21189,1610,48693,1.0,3,7,397284.0
21190,3120,21837,2.5,4,10,690462.0
21191,2760,11250,2.5,3,10,680795.0
21192,2510,8965,2.5,3,9,508573.0
21193,2510,8965,2.5,3,9,429088.0
21194,3160,8635,3.0,3,9,632783.0
21195,3160,6299,2.5,3,9,721449.0
21196,3090,8887,3.0,4,9,706433.0
21197,2130,7700,2.5,4,8,296335.0
21198,2160,21609,3.0,4,8,323906.0
21199,1840,9040,2.25,3,8,333470.0
21200,1660,8246,1.75,3,8,328539.0
21201,1790,7485,1.75,3,8,306705.0
21202,1790,7485,1.75,3,8,324467.0
21203,1510,8798,2.25,3,8,309524.0
21204,1660,8211,2.25,3,8,336547.0
21205,1660,7350,1.75,3,8,290799.0
21206,1660,7350,1.75,3,8,345476.0
21207,1770,7743,1.75,3,8,301786.0
21208,2010,8367,3.0,3,8,389086.0
21209,2330,8492,2.75,4,8,407389.0
21210,1810,8153,1.75,3,8,329226.0
21211,3180,7464,2.75,4,8,431686.0
21212,3060,7700,3.0,5,8,419703.0
21213,1950,8066,2.5,3,8,350736.0
21214,2970,7000,3.0,5,8,375212.0
21215,1910,7467,1.75,3,8,347685.0
21216,3120,8239,2.25,5,8,380614.0
21217,2660,8728,2.25,4,8,430411.0
21218,3260,7969,2.25,5,8,347228.0
21219,2070,8011,2.25,3,8,288579.0
21220,1940,8910,2.5,3,8,388198.0
21221,2530,8461,2.5,4,8,460057.0
21222,2960,12527,3.5,5,9,431339.0
21223,2550,13361,2.5,4,8,444058.0
21224,2610,9056,2.5,4,8,422179.0
21225,2110,8941,2.5,3,8,413237.0
21226,2110,8941,2.5,3,8,394462.0
21227,2060,8354,2.5,3,8,415433.0
21228,2460,7350,2.5,4,9,417547.0
21229,1990,7767,2.0,3,9,420011.0
21230,3810,8694,2.5,5,9,507937.0
21231,2490,9075,2.75,4,9,384146.0
21232,1510,9837,1.75,3,7,306361.0
21233,1510,9837,1.75,3,7,263288.0
21234,1410,8031,2.5,3,7,277373.0
21235,1410,8031,2.5,3,7,218152.0
21236,1830,8006,2.25,3,7,309053.0
21237,1470,8350,1.75,3,7,249327.0
21238,1830,8182,2.5,3,7,323618.0
21239,2290,6930,2.0,4,8,516026.0
21240,2290,6930,2.0,4,8,496471.0
21241,1580,7361,2.0,3,8,305982.0
21242,2510,7380,2.75,4,8,460064.0
21243,2510,7380,2.75,4,8,348718.0
21244,2306,5076,2.5,4,8,472769.0
21245,2329,5074,2.5,4,8,423568.0
21246,2306,5460,2.5,4,8,433085.0
21247,1970,12600,1.75,3,8,370406.0
21248,1910,9300,2.25,4,7,381719.0
21249,3540,15661,2.75,4,9,1421960.0
21250,1800,4401,2.5,4,7,363689.0
21251,1900,3903,2.25,3,7,432924.0
21252,2420,4010,2.75,4,7,402224.0
21253,880,5100,1.0,2,7,381265.0
21254,2510,2700,3.5,4,8,691902.0
21255,1000,5100,1.0,2,6,436969.0
21256,1930,6006,2.75,5,8,459789.0
21257,1010,5100,1.0,3,7,388196.0
21258,1780,5125,2.5,3,6,450505.0
21259,1360,1243,3.25,3,8,381698.0
21260,1110,1204,1.5,2,8,333610.0
21261,1170,1198,1.5,2,7,359186.0
21262,1175,1366,2.5,2,8,352656.0
21263,1870,8442,2.0,3,7,573837.0
21264,1880,5040,1.75,3,7,452526.0
21265,1000,5040,1.5,3,6,373187.0
21266,810,5110,1.0,2,6,301841.0
21267,1110,5040,1.0,3,6,427320.0
21268,2180,5040,1.75,4,7,421427.0
21269,2180,5040,1.75,4,7,520195.0
21270,1240,4000,1.5,3,5,339893.0
21271,800,5040,1.0,2,6,265026.0
21272,1310,5040,1.75,1,6,415556.0
21273,2250,5000,2.75,5,7,598400.0
21274,860,6520,1.0,2,6,334058.0
21275,1470,2052,2.0,2,7,249132.0
21276,1390,1302,2.5,2,7,254898.0
21277,1390,1302,2.5,2,7,232365.0
21278,1760,10391,2.25,4,7,279579.0
21279,1760,10391,2.25,4,7,303797.0
21280,1440,4920,1.75,1,7,415567.0
21281,1920,5535,2.0,3,6,367618.0
21282,1970,5160,1.75,4,7,389649.0
21283,940,4920,1.0,2,7,348070.0
21284,940,4920,1.0,3,6,345979.0
21285,720,4920,1.0,2,6,319966.0
21286,1120,4920,1.0,2,7,383930.0
21287,670,4920,1.0,2,6,288316.0
21288,2660,4920,3.5,5,8,474256.0
21289,1850,6125,1.5,4,6,430489.0
21290,1580,6125,1.75,3,6,369254.0
21291,1480,6820,1.0,3,7,428264.0
21292,2160,5788,2.5,4,7,490294.0
21293,2160,5265,2.5,4,7,498517.0
21294,2680,5439,2.25,4,7,490398.0
21295,2680,5668,2.5,4,7,512355.0
21296,2320,8219,2.5,4,8,587218.0
21297,3350,9999,2.5,5,8,744586.0
21298,1400,7699,1.75,3,7,306358.0
21299,1930,10128,2.25,4,7,335302.0
21300,2780,3600,3.5,3,9,933364.0
21301,2660,12464,2.5,4,7,829624.0
21302,1770,2650,1.5,4,7,581984.0
21303,1880,4750,1.0,3,8,726409.0
21304,3030,3800,3.5,3,10,1336849.0
21305,4120,6600,3.0,5,10,1350706.0
21306,1630,1501,2.5,3,8,604078.0
21307,1880,4800,1.5,4,8,735237.0
21308,1090,4967,1.0,2,7,598247.0
21309,3750,6000,2.5,4,11,1291228.0
21310,1060,2013,1.0,2,6,438891.0
21311,2130,1193,3.25,3,9,807933.0
21312,1500,3400,1.0,5,7,543528.0
21313,1500,3400,1.0,5,7,595335.0
21314,1740,1280,2.5,3,8,656245.0
21315,1740,1280,2.5,3,8,615849.0
21316,1740,1280,2.5,3,8,577018.0
21317,2880,5750,2.75,4,9,1006209.0
21318,1340,2970,1.0,3,7,435364.0
21319,2190,5060,1.75,4,7,579998.0
21320,2750,5175,3.5,5,9,1159028.0
21321,2650,4316,2.5,4,8,874744.0
21322,1600,4312,1.0,3,7,460295.0
21323,1220,3360,2.0,2,8,600841.0
21324,1520,4220,1.5,3,8,561404.0
21325,1490,5750,1.5,2,7,285647.0
21326,1490,5750,1.5,2,7,659222.0
21327,1340,3025,1.0,2,7,558585.0
21328,1850,2860,1.75,3,8,813845.0
21329,1250,2849,2.0,2,7,504595.0
21330,1320,5750,1.75,3,7,700292.0
21331,2700,4590,3.25,4,9,502846.0
21332,2260,3795,2.5,3,8,643862.0
21333,2260,3795,2.5,3,8,784253.0
21334,2950,4446,3.25,3,9,969982.0
21335,2860,3450,2.5,4,9,1144259.0
21336,2370,4400,2.25,4,8,780218.0
21337,1540,4025,1.75,2,7,557761.0
21338,1470,3125,2.0,3,6,523492.0
21339,1470,3125,2.0,3,6,493347.0
21340,2420,4800,1.75,4,8,736693.0
21341,1660,6250,1.75,3,7,443861.0
21342,1520,2875,1.0,3,7,562003.0
21343,3160,4620,2.5,4,9,1423721.0
21344,1890,3360,2.0,2,7,454853.0
21345,1890,3360,2.0,2,7,592571.0
21346,3380,3700,3.5,4,8,784851.0
21347,3320,5313,2.75,3,8,965631.0
21348,3500,5000,3.5,4,9,809847.0
21349,3610,8502,1.75,3,10,1166823.0
21350,1700,5290,1.0,4,7,598194.0
21351,3060,5402,3.5,4,8,847992.0
21352,1650,4550,1.75,2,8,451525.0
21353,1320,3700,1.75,3,7,388021.0
21354,2050,3960,2.75,4,7,453871.0
21355,1070,4950,1.5,3,6,403567.0
21356,990,5500,1.0,2,6,517112.0
21357,3040,5500,2.25,4,8,812698.0
21358,2130,5500,2.0,4,7,554839.0
21359,2670,5491,3.0,3,8,340102.0
21360,1210,6720,2.0,3,7,496138.0
21361,740,6075,1.0,1,6,381335.0
21362,2780,6221,1.75,3,8,1108098.0
21363,1820,5000,2.0,3,8,766383.0
21364,2180,5000,1.75,3,8,643263.0
21365,2870,5550,2.25,4,9,907424.0
21366,1590,4500,1.5,2,7,491090.0
21367,1200,5000,1.0,2,7,447145.0
21368,3740,3943,3.5,4,8,857472.0
21369,2020,4350,1.5,4,8,761663.0
21370,1190,6000,1.75,3,7,208756.0
21371,2170,6000,2.0,4,8,446338.0
21372,1820,6000,1.75,4,7,280284.0
21373,1920,6000,2.0,5,7,328229.0
21374,1140,6000,1.0,3,7,235459.0
21375,680,6000,1.0,2,6,267047.0
21376,3380,10000,3.25,4,8,571721.0
21377,2640,7500,2.5,5,8,459521.0
21378,2490,7500,3.0,4,8,427517.0
21379,2230,6000,2.5,3,9,559481.0
21380,2080,6154,1.75,4,8,414135.0
21381,930,16216,1.0,0,4,302303.0
21382,3290,14819,2.25,4,7,850540.0
21383,1030,5750,1.0,4,7,319102.0
21384,1350,5750,2.0,4,7,325064.0
21385,1060,5750,2.0,3,7,314754.0
21386,1820,5750,1.75,4,7,469709.0
21387,430,4830,1.0,1,6,246859.0
21388,2020,5750,2.0,4,7,450912.0
21389,3880,5750,3.5,5,10,447251.0
21390,970,5750,1.0,2,6,353335.0
21391,2120,4567,1.75,4,7,601716.0
21392,3200,5000,3.5,4,10,1070164.0
21393,1110,5000,1.0,2,7,457779.0
21394,1520,5000,1.75,3,7,473372.0
21395,2020,5000,2.5,3,8,584846.0
21396,1820,4048,1.75,4,7,467748.0
21397,1800,5500,1.5,3,7,410944.0
21398,1480,2796,2.0,2,7,389649.0
21399,1310,5000,2.0,3,7,571313.0
21400,1770,4880,2.0,3,7,370526.0
21401,1210,5202,1.75,3,7,372635.0
21402,2140,7923,1.75,3,8,652399.0
21403,5250,20357,4.0,6,11,1222137.0
21404,4860,10956,3.5,5,11,1110977.0
21405,2170,3567,2.5,3,8,592706.0
21406,1670,2589,2.5,3,8,460994.0
21407,3380,12000,2.75,4,9,666933.0
21408,2210,8814,1.75,3,6,439126.0
21409,3070,5000,3.25,5,9,932284.0
21410,2400,5000,2.25,4,7,519657.0
21411,1250,3500,1.0,2,7,424988.0
21412,1940,4000,2.0,4,8,941821.0
21413,1000,4956,1.0,2,7,503980.0
21414,1350,4908,1.0,3,7,458905.0
21415,2440,5000,2.0,4,9,910416.0
21416,2470,8473,2.25,4,8,636347.0
21417,2080,7640,2.25,3,8,511519.0
21418,1670,9950,1.75,4,8,445689.0
21419,2570,14033,1.75,3,8,649379.0
21420,3170,32430,2.5,4,10,1030794.0
